,name,country,price_usd,soft_cap_usd,hard_cap_usd,distributed_in_ico,token_for_sale,whitelist,kyc,bonus,restricted_areas,bounty,mvp,pre_ico_price_usd,platform,accepting,link_provided,ico_period,pre_ico_period
134,Borneo,Indonesia,0.07,5000000,67500000,0.87,1305000000.0,Yes,Yes,Unavailable,1,Available,Unavailable,0.3,IronGeekChain,"BTC, ETH, LTC, XMR, DASH, ZEC, TRX, XZC, NEO",Yes,92,60
135,Bitzon,Canada,0.05,3000000,15000000,0.65,8125000000.0,No,Yes,Unavailable,11,Available,Unavailable,0.04,Stellar,ETH,Yes,190,7
136,Custodi,South Africa,0.6,10000000,35000000,0.5,35000000.0,No,No,Unavailable,1,Available,Unavailable,0.2,Ethereum,FIAT,Yes,74,45
137,Math Oriented Value Investing,USA,0.0331,1000000,15000000,0.5,500000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.02044588012,Ethereum,ETH,Yes,17,6
138,Typerium,UK,0.05,4500000,40000000,0.5,1000000000.0,No,Yes,Unavailable,2,Available,Unavailable,0.01,Ethereum,ETH,Yes,27,35
139,Adult X Token,Austria,0.0197,1000000,10000000,0.6,400000000.0,No,No,Unavailable,1,Available,Available,0.019810279860000002,Ethereum,"ETH, BTC, LTC",Yes,212,61
140,Buddy,Poland,0.0591,1577975,11834819,0.6,470000000.0,Yes,Yes,Available,1,Available,Available,0.047060669000000006,Ethereum,ETH,Yes,58,61
141,FRED Energy,UK,0.005,120000,2300000,0.57,460560000.0,No,Yes,Unavailable,4,Unavailable,Unavailable,0.005,Stellar,"XLM, ETH, BTC, LTC, BCH, TRX, XRP, BNB",Yes,335,60
142,Iagon,Norway,0.12,1138004,11380049,0.7,700000000.0,No,Yes,Unavailable,2,Available,Available,0.06,Ethereum,ETH,Yes,90,30
143,NOMAD.space,USA,0.1,1000000,5000000,0.51,112000000.0,No,No,Unavailable,6,Available,Available,0.04,EOS,ETH,Yes,119,121
144,The Geoma DAO,Romania,1.0453101842,1328187,13281871,0.995,20895000.0,No,No,Unavailable,1,Unavailable,Unavailable,1.119358965,Separate Blockchain,"ETH, BTC",Yes,73,31
145,BCharity - International Charity Exchange,UK,1.0,5000000,35000000,0.8,80000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.5,Ethereum,"BTC, ETH, LTC, XRP",Yes,29,29
146,CarVDB,Bulgaria,0.331,3139976,13805656,0.5,49978560.0,Yes,No,Unavailable,10,Unavailable,Unavailable,0.29148819662447306,Ethereum,ETH,Yes,71,18
147,DeNet,Hong Kong,0.035,3000000,24500000,0.7,700000000.0,Yes,Yes,Available,3,Available,Available,0.035,Ethereum,"BTC, ETH, BCH, ETH",Yes,29,44
148,MedChain,USA,0.43,3000000,15000000,0.49,34878000.0,Yes,Yes,Unavailable,1,Available,Unavailable,0.22,Hyperledger,"ETH, BTC, Fiat",Yes,30,123
149,PAYERA,Singapore,0.05,8000000,60000000,0.7,1470000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.035,Ethereum,"ETH, BTC, LTC, BCH",Yes,40,16
150,Webcoin,Bulgaria,0.6667,346587,10037159,0.36,25000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.188292277727273,Ethereum,"BTC, ETH, DASH, DOGE, LTC, XMR, WAVES, ZEC, ETC",Yes,30,20
151,Bitto Exchange,UK,1.0,282364,8470920,0.5381,12000000.0,Yes,No,Unavailable,1,Unavailable,Unavailable,0.5,Ethereum,"ETH, BTC, LTC, BCH",Yes,211,13
152,Fair Ninja,Croatia,0.08,5000000,22400000,0.6,300000000.0,Yes,Yes,Unavailable,2,Available,Unavailable,0.064,Ethereum,ETH,Yes,31,15
153,WOX,Estonia,0.048,1000000,12000000,0.25,250000000.0,Yes,Yes,Unavailable,2,Unavailable,Available,0.03,Ethereum,"BTC, ETH, TRX",Yes,29,59
154,CryptoKami,Japan,0.0012,10000000,60360000,0.214,45000000.0,Yes,Yes,Unavailable,8,Available,Unavailable,0.55,CryptoKami,"ETH, BTC",Yes,30,28
155,Viewo,Hong Kong,0.2,10000000,564062500,0.28,564062500.0,No,Yes,Unavailable,3,Available,Unavailable,0.16699999999999998,Ethereum,"ETH, BTC",Yes,365,30
156,Further Network,UK,0.02,1000000,12500000,0.6,4200000000.0,Yes,Yes,Available,2,Unavailable,Unavailable,0.02,Stellar,"BTC, ETH, BCH, DASH, LTC, XLM, FIAT",Yes,28,42
157,Hawk Network,Canada,0.0067,10000000,30000000,0.1,2000000000.0,Yes,Yes,Unavailable,2,Unavailable,Unavailable,0.01,Ethereum,ETH,Yes,59,15
158,NGS (NEW GENERATION SECURITY),UK,0.1,5000000,30000000,0.7,14000000.0,Yes,No,Unavailable,1,Unavailable,Unavailable,0.01,Ethereum,"ETH, BTC",Yes,56,62
159,TokenLend,Belize,0.28800000000000003,3636384,29818356,0.82,102500000.0,No,Yes,Unavailable,1,Available,Unavailable,0.3488800048,Ethereum,ETH,Yes,45,10
160,Vector,USA,3.0,7567329,118050343,0.8,40000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.618140014,Ethereum,ETH,Yes,23,7
161,Warrior Token,USA,95.7058,5000000,10000000,0.35,35000000.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,0.15,Ethereum,"BTC, ETH",Yes,30,60
162,Tracoin,South Africa,0.6,5000000,12000000,0.67,20000000.0,Yes,No,Unavailable,1,Unavailable,Unavailable,0.4,Ethereum,"ETH, BTC",Yes,79,30
163,WallChain,UK,1.0,3000000,9000000,0.6,9000000.0,No,Yes,Unavailable,2,Unavailable,Unavailable,0.9,Ethereum,ETH,Yes,20,29
164,BmyBit,UK,2.4327,1639884,8625092,0.36,3600000.0,No,Yes,Unavailable,1,Available,Unavailable,1.74228104498193,MultiChain,BTC,Yes,45,111
165,ARFREYR,India,0.025,5000000,30000000,0.51,3825000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.025,Ethereum,"ETH, BCH",Yes,119,90
166,Find.Exchange,UK,0.4,3000000,33000000,0.56,112500000.0,Yes,Yes,Available,2,Available,Available,0.22,Ethereum,"ETH, BTC",Yes,30,14
167,TokenGo,UK,0.44,60518701,151296753,0.86,600000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.27,Ethereum,ETH,Yes,100,30
168,AMCHART,USA,1.0,15000000,100000000,0.95,115000000.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,0.75,Ethereum,"ETH, BTC, NEO, LTC",Yes,29,120
169,Zantepay,Estonia,0.1162,10000000,600000000,0.3,600000000.0,No,Yes,Unavailable,2,Unavailable,Unavailable,0.05832945,Ethereum,ETH,Yes,91,122
170,Bitsmo,Estonia,0.21,3000000,20000000,0.5,100000000.0,Yes,Yes,Unavailable,1,Unavailable,Available,0.15,Bitsmo,"ETH,BTC",Yes,81,81
171,Flying Money,Hong Kong,1.0,2500000,35000000,0.56,65000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.5,Ethereum,"BTC, ETH",Yes,31,57
172,Sapien Wallet,Ukraine,0.07035392,579804,1739412,1.0,1000000.0,Yes,No,Unavailable,1,Available,Unavailable,0.07005063,Ethereum,"ETH, nEUR",Yes,90,56
173,VENOTY,Romania,0.5051,1117356,3352068,0.085,4000000.0,No,No,Unavailable,1,Available,Unavailable,0.3401205,Scrypt,"BTC, BCH, LTC, Dash, ETH",Yes,44,31
174,xDAC,USA,0.2323,313636,4181820,0.2,20000000.0,No,No,Unavailable,1,Available,Unavailable,0.21,xDAC,ETH,Yes,61,46
175,World Trip Singapore,Singapore,1.0,3000000,15000000,0.33,35000000.0,No,Yes,Unavailable,4,Unavailable,Available,0.5,Ethereum,"ETH, BTC",Yes,60,151
176,Impresso,Switzerland,0.77,3000000,54000000,0.7672,76720000.0,Yes,Yes,Unavailable,4,Unavailable,Unavailable,0.64,Ethereum,"BTC, ETH, LTC, BCH, Fiat",Yes,13,13
177,Modex,Gibraltar,0.8,10577066,10577066,1.0,13221333.0,No,Yes,Unavailable,3,Available,Available,0.4,Ethereum,"BTC, ETH, Various",Yes,10,90
178,aassio,Hong Kong,0.1,6000000,10000000,0.5,500000000.0,Yes,Yes,Unavailable,47,Available,Available,0.1,Ethereum,ETH,Yes,60,105
179,youengine,Seychelles,0.1,150000000,400000000,0.6,11000000000.0,Yes,Yes,Unavailable,22,Unavailable,Unavailable,0.085,Etherum,ETH,No,137,166
180,BRIDGE,Romania,1.3,15000000,45000000,0.1,30000000.0,No,No,Unavailable,20,Unavailable,Unavailable,0.9,Stellar Protocol,"BTC, Fiat via Credit Card",Yes,90,16
181,Cryptyk,USA,0.125,3000000,25000000,0.33,250000000.0,No,Yes,Unavailable,4,Available,Unavailable,0.1,Ethereum,"ETH, BTC, USD",Yes,72,288
182,Decem,Slovenia,0.015,4000000,10350000,0.94,940000000.0,Yes,Yes,Unavailable,1,Unavailable,Available,0.01125,Ethereum,ETH,Yes,41,66
183,Fieldcoin,UK,0.05,3000000,31000000,0.79,790000000.0,No,Yes,Unavailable,2,Available,Available,0.05,Ethereum,ETH,Yes,91,60
184,LeoPays,Estonia,0.0882,845359,8453599,0.146,146000000.0,No,No,Unavailable,1,Available,Available,0.09613159800000001,Ethereum,"ETH, BTC, Fiat",Yes,56,55
185,Nagricoin,Ireland,0.1,500000,22000000,0.82,300000000.0,Yes,Yes,Unavailable,2,Available,Available,0.05,Ethereum,"ETH, BTC",Yes,96,52
186,Bitdepositary,Malta,0.1,1000000,50000000,0.63,750000000.0,Yes,Yes,Unavailable,6,Unavailable,Unavailable,0.05,Ethereum,"ETH, BTC, LTC, BCH, EOS, DASH, PAYPAL",Yes,77,28
187,Diagon,Cyprus,0.2,1000000,4500000,0.75,30000000.0,Yes,No,Unavailable,1,Available,Available,0.12,Ethereum,"ETH, BTC",Yes,162,125
188,CrowdShareMining,Thailand,1.0,2000000,7200000,0.72,7200000.0,No,No,Unavailable,1,Unavailable,Unavailable,1.0,Ethereum,"ETH, BTC, BCH, LTC",Yes,83,36
189,DNAtix,Israel,0.8,1000000,45000000,0.53,80000000.0,Yes,Yes,Unavailable,3,Unavailable,Unavailable,0.4,Ethereum,"ETH, BTC",Yes,30,91
190,Plosive,USA,8e-05,3000000,6000000,0.5,50000000000.0,No,No,Unavailable,1,Unavailable,Unavailable,8e-05,Ethereum,ETH,Yes,7,7
191,Switcoin,Netherlands,0.01,30000000,60000000,0.7,70000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.01,Ethereum,"ETH, BTC",Yes,42,28
192,Grow Token (GRWT),Philippines,0.0001,75527,176231,0.75,30000000.0,No,No,Unavailable,1,Unavailable,Available,0.00807870865,Ethereum,ETH,Yes,30,10
193,HAI Project,Switzerland,0.21,2323007,10559124,0.8,80000000.0,No,Yes,Unavailable,2,Unavailable,Unavailable,0.2679696044,Ethereum,ETH,Yes,45,13
194,MYDFS,Ireland,1.0,4000000,20000000,0.2,25000000.0,Yes,Yes,Available,3,Available,Available,0.7,Ethereum,"ETH, BTC",Yes,32,20
195,Neurochain,France,0.11599999999999999,9247275,36989100,0.09,279257833.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,0.09918912,Neurochain,"BTC, ETH",Yes,27,20
197,Signature Token,Austria,0.00149194443,1351201,9008008,0.56,5500000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.0014809538560000002,NEO,"NEO, ETH",Yes,56,30
198,HuniBIT,South Korea,0.0021,1000000,2000000,0.525,21000000000.0,Yes,Yes,Unavailable,2,Unavailable,Unavailable,0.0019226319600000002,Ethereum,ETH,Yes,14,380
199,IceBreakerAR,Canada,0.09,3000000,17900000,0.67,212500000.0,No,Yes,Unavailable,1,Available,Unavailable,0.09,Ethereum,"BTC, ETH, LTC, Fiat",Yes,31,13
200,Teledactyl,USA,0.0105,10000000,25000000,0.7,700000000.0,Yes,No,Unavailable,1,Unavailable,Unavailable,3.7218662110800005,Waves,BTC,Yes,38,38
201,Transmutecoin,Estonia,0.08900000000000001,10000000,98000000,0.7,1400000000.0,No,Yes,Unavailable,2,Available,Unavailable,0.07200000000000001,Ethereum,ETH,Yes,90,397
202,AbacasXchange,Panama,1.4,2805000,32187500,0.55,30000000.0,No,Yes,Available,1,Available,Unavailable,0.98,Ethereum,"ETH, BTC",Yes,30,29
203,Belotto,Belize,0.2,1000000,10000000,0.6,720000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.14,Ethereum,ETH,Yes,91,5
204,Bittrace,UK,0.8,10000000,65000000,0.625,125000000.0,Yes,Yes,Unavailable,1,Unavailable,Available,0.03333333,Ethereum,"ETH, BTC, LTC, BTH",Yes,135,41
205,Blockhipo,Singapore,0.0004,86619,278419,0.6,1200000000.0,No,No,Unavailable,2,Available,Unavailable,0.000348002014,Ethereum,ETH,Yes,45,15
206,EvoChain,USA,0.121,476682,36126299,0.94,303150000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.092571251,Ethereum,ETH,Yes,38,27
207,True Reply,USA,0.0369,5000000,20000000,0.4,200000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.02583840088,Ethereum,ETH,Yes,31,31
208,Lead Wallet,Nigeria,0.04,3000000,15000000,0.4,400000000.0,No,No,Unavailable,1,Available,Unavailable,0.0368,Ethereum,ETH,Yes,29,1
209,Si14,Switzerland,1.0,5000000,19200000,1.0,19200000.0,No,Yes,Unavailable,25,Unavailable,Unavailable,0.8,Ethereum,"USD, EUR, BTC, ETH, LTC, DASH, XMR, XRP, USDT",Yes,145,42
210,NetworkUnits,Australia,1.19,2003389,10017549,0.55,15817083.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,4.089035035,Ethereum,ETH,Yes,31,28
211,BuratinoBS,Latvia,0.1,3000000,18000000,0.9,225000000.0,No,No,Unavailable,1,Available,Available,0.07,Ethereum,"BTC, BCH, ETH, ETC, LTC, DASH",Yes,152,30
212,Honeypod,USA,0.05,2000000,10000000,0.2,200000000.0,No,Yes,Unavailable,25,Available,Available,0.0375,Stellar,"BTC, ETH, XLM",Yes,30,19
213,imusify,Estonia,0.05,1000000,25000000,0.65,65000000.0,Yes,Yes,Unavailable,6,Unavailable,Available,0.044000000000000004,NEO,"NEO, BTC , ETH, LTC, XMR, BCH, DASH",Yes,60,30
214,AVINOC,Hong Kong,1.0,8000000,15000000,0.4,400000000.0,No,No,Unavailable,1,Available,Unavailable,0.035,Ethereum,"ETH, BTC, LTC, BCH, XMR, Fiat",Yes,16,25
215,Hala,Estonia,0.1,200000,17000000,0.47,212000000.0,Yes,Yes,Available,4,Unavailable,Available,0.1,Ethereum,ETH,Yes,31,16
216,Smart City Eco,Serbia,0.01,1200000,12000000,0.5,5000000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.01,Waves,"ETH, BTC, LTC",Yes,122,28
217,Utile Network,Poland,0.12,2000000,10800000,0.5,100000000.0,No,No,Unavailable,1,Available,Available,0.08,Ethereum,ETH,Yes,59,40
218,AISI Coin,Georgia,0.08,7535000,13700000,0.88,220000000.0,No,Yes,Unavailable,22,Available,Unavailable,0.02,Separate blockchain,"BTC, DASH, ETH, LTC, Fiat",Yes,63,31
219,CONUN,Singapore,0.06,24000,52500000,0.25,17500000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.02,Ethereum,ETH,Yes,45,19
220,HighBank,British Virgin Islands,1.0,5000000,40000000,0.4,40000000.0,No,Yes,Unavailable,1,Available,Unavailable,1.0,Ethereum,"ETH, BTC, LTC",Yes,121,27
222,Verifier,Russia,0.1,2000000,12000000,0.27,120000000.0,Yes,Yes,Unavailable,1,Available,Available,0.1,Ethereum,ETH,Yes,30,344
223,EUCX,Netherlands,0.0341,1244469,20741156,0.625,625000000.0,Yes,Yes,Unavailable,16,Unavailable,Unavailable,0.02523609,Ethereum,ETH,Yes,61,60
224,TOXIC,UK,0.2,1250000,1800000,0.875,7000000.0,No,Yes,Unavailable,39,Unavailable,Available,0.1,Ethereum,"ETH, BTC, BCH, LTC",Yes,61,155
225,Streamex,Hong Kong,0.08,4000000,11200000,0.48,240000000.0,Yes,Yes,Unavailable,4,Unavailable,Available,0.06,Ethereum,"ETH, BTC",Yes,30,20
227,Atisios,France,0.0095,943549,15096785,0.69,1380000000.0,No,No,Unavailable,1,Available,Unavailable,0.005966159820000001,Ethereum,ETH,Yes,89,29
228,BILLCRYPT,Gibraltar,1.0,10000000,80000000,0.44,152000000.0,No,No,Unavailable,1,Available,Available,0.5,Ethereum,"ETH, BTC, BCH, LTC, USDT, DASH",Yes,295,229
229,ECOS,Estonia,0.1,1000000,7700000,0.5,385000000.0,No,Yes,Available,1,Available,Unavailable,0.1,Ethereum,"ETH, BTC",Yes,49,59
230,BrandProtect,Ukraine,0.65,520000,1365000,0.07,15000000.0,No,No,Unavailable,1,Available,Available,0.5,Ethereum,"ETH, BTC, EOS, TRX, USD, EUR",Yes,34,210
231,CoTrader,Saint Kitts and Nevis,1.18635559e-05,38053,114160,0.65,14000000000.0,No,No,Unavailable,1,Available,Available,4.66540009e-05,Ethereum,"ETH, BTC, LTC, BCH",Yes,16,335
232,SBC Platform,Switzerland,3.8129,3500000,11000000,0.6,12013889.0,Not Specified,Yes,Unavailable,1,Available,Unavailable,0.13,Ethereum,ETH,Yes,223,1
233,Future1Coin,Singapore,0.09,500000,2000000,0.84,250000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.045,Ethereum,"BTC, ETH, Fiat",Yes,31,164
234,MeeTip,France,1.13,50000,30000000,0.9,27000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.339678887777778,Ethereum,ETH,Yes,28,7
235,BrainerZ,Israel,0.01,500000,12000000,0.6,1200000000.0,No,Yes,Unavailable,1,Available,Available,0.01,Ethereum,"ETH, BTC",Yes,62,14
236,DIPChain,Singapore,0.022133342,1308300,7413701,0.35,350000000.0,Yes,Yes,Unavailable,2,Available,Unavailable,0.023059510863,Ethereum,ETH,Yes,63,30
237,Hurify,Canada,0.158,8551989,21379974,0.6,151250000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.0912597330666667,Ethereum,"BTC, LTC, DASH, ETH, BTG, BCH",Yes,27,6
238,LOVE Air Coffee,Ukraine,0.1107175,2281527,46460190,0.125,125000000.0,No,Yes,Unavailable,2,Available,Available,0.05604815,Ethereum,ETH,Yes,30,17
239,Minery,Russia,1.0,15000000,55000000,0.87,47850000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,1.0,Ethereum,"ETH, BTC, Fiat",Yes,91,107
240,TriipMiles,Singapore,0.018044940433470002,250000,2475000,0.33,165000000.0,Yes,Yes,Unavailable,4,Available,Available,0.015,Ethereum,"ETH, TOMO, BTC, Fiat",Yes,34,20
241,AgroTechFarm,Cyprus,2.7677,372556,9313920,0.65,5000000.0,Yes,No,Unavailable,1,Available,Available,4.970916132,Ethereum,ETH,Yes,69,53
242,Hybrid Betting,UK,0.22,5000000,7000000,0.55,50000000.0,Yes,No,Unavailable,7,Unavailable,Unavailable,0.18,Ethereum,ETH,Yes,62,66
243,Raido Financial,Belize,0.0957,915752,6442260,0.7,60262500.0,Yes,Yes,Unavailable,5,Available,Available,0.180806,Ethereum,"ETH, BTC, LTC, DASH",Yes,31,30
244,Render It Coin,Ireland,11.6212,5696385,28481925,0.8,4000000.0,No,No,Unavailable,1,Unavailable,Unavailable,2.9161650000000003,Ethereum,"BTC, ETH, Fiat",Yes,90,30
245,Sapien,USA,0.1417,50000000,12506790,0.45,215000000.0,Not Specified,Not Specified,Unavailable,1,Available,Unavailable,0.186385009833333,Ethereum,"ETH, BTC",Yes,31,15
246,Swipecrypto,Singapore,0.0048,480000,1800000,0.25,375000000.0,No,No,Unavailable,2,Unavailable,Unavailable,0.0048,Ethereum,"BTC, ETH, USDT, TEN, IDR",Yes,13,18
247,Export.Online,Russia,1.0,5000000,20000000,0.843,36547525.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.8,Ethereum,ETH,Yes,30,11
248,GigTricks,Gibraltar,0.248,2500000,35000000,0.25,250000000.0,No,Yes,Unavailable,4,Available,Available,0.124,Ethereum,"ETH, BTC, Fiat",Yes,121,29
249,Iconic Ecosystem,Brazil,0.018000000000000002,106864,8144794,0.85,425000000.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,0.0269814255031343,Ethereum,ETH,Yes,30,12
250,Kryptobits,Spain,0.1181698,4617340,115433500,0.78,1124760000.0,Yes,Yes,Available,1,Unavailable,Unavailable,0.0585028,Ethereum,"ETH, BTC, LTC, BCH, XRP, Fiat",Yes,99,19
251,Matchroom,Hong Kong,0.0143836239058824,1500000,10000000,0.5,500000000.0,No,No,Available,2,Available,Unavailable,0.011064326081447999,Ethereum,ETH,Yes,61,15
252,Solve.Care,Estonia,0.1,3000000,20000000,0.35,350000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.085,Ethereum,"BTC, ETH",Yes,31,66
253,Superbloom,Cayman Islands,0.1,5000000,29000000,0.55,290000000.0,Yes,Yes,Available,1,Available,Available,0.1,Ethereum,ETH,Yes,7,28
254,R-Bit,Norway,0.7,1000000,15000000,0.75,150000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.05,Ethereum,ETH,Yes,60,36
255,Miner Edge,Anguilla,0.8,1000000,32000000,0.7,42000000.0,No,Yes,Unavailable,2,Available,Unavailable,0.6,Ethereum,"ETH, BTC",Yes,204,29
256,Rateonium,Macedonia,0.0376,6992160,18405550,0.83,665414296.0,Yes,Yes,Unavailable,8,Unavailable,Unavailable,0.033268509183,Ethereum,ETH,Yes,31,16
257,Yumerium,British Virgin Islands,0.07200000000000001,3000000,20000000,0.39,316906850.0,Yes,Yes,Unavailable,2,Available,Available,0.07,Ethereum,"ETH, BTC",Yes,14,48
258,AMICORUM.LIVE,Estonia,0.5,3000000,20000000,0.8,40000000.0,Yes,No,Available,6,Available,Unavailable,0.5,Ethereum,"ETH, BTC, LTC, BCH",Yes,60,121
259,Flas Exchange,UK,0.03,500000,2500000,0.6,300000000.0,Yes,No,Unavailable,43,Available,Available,0.025,Ethereum,ETH,Yes,30,61
260,SRT,Estonia,1.0,500000,5000000,0.62,62000000.0,Yes,No,Unavailable,2,Unavailable,Available,0.5,Ethereum,"ETH, BTC, LTC, BCH, DASH",Yes,365,8
261,Usechain,Singapore,0.0052,5729899,17189699,0.45,9000000000.0,Yes,Yes,Unavailable,2,Available,Available,0.00472493011,Ethereum,"ETH, BTC",Yes,5,13
263,Brain Space,Russia,0.08,14526000,72630000,0.53,1431000000.0,No,Yes,Unavailable,3,Available,Available,0.03,Ethereum,"ETH, BTC",Yes,27,27
264,Cryptoprofile,Singapore,0.1,1162556,30463808,0.78,591474747.0,Yes,Yes,Unavailable,7,Available,Unavailable,0.05,Ethereum,ETH,Yes,27,30
265,Ekspa,Russia,0.4,400000,9700000,0.49,24500000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.2,Ethereum,ETH,Yes,30,12
266,Mix Rent,Ireland,0.006,1000000,17000000,0.52,52000000.0,No,Yes,Unavailable,1,Unavailable,Available,0.20171455781,Ethereum,"BTC, ETH, XMR, XRP",Yes,7,10
267,SGAT,France,1.1434,1714657,7430182,0.65,7800000.0,No,Yes,Unavailable,3,Available,Available,1.134636,CryptoNight,"BTC, ETH, EUR",Yes,52,152
268,BigBang,Estonia,0.0319,1000000,25000000,0.2,100000000.0,No,Yes,Unavailable,2,Unavailable,Unavailable,0.07102625275,Ethereum,"ETH, BTC",Yes,60,89
