,name,country,price_usd,soft_cap_usd,hard_cap_usd,distributed_in_ico,token_for_sale,whitelist,kyc,bonus,restricted_areas,bounty,mvp,pre_ico_price_usd,platform,accepting,link_provided,ico_period,pre_ico_period
545,Tixl,Germany,50.0,250000,450000,0.05,45000.0,Yes,No,Unavailable,27,Unavailable,Unavailable,20.0,Separate blockchain,"BTC, ETH, XRP, XLM, EUR",Yes,42,92
546,When Hungry,Russia,0.0538,5093,15268295,0.8,160000000.0,No,No,Unavailable,4,Available,Available,0.061,Ethereum,ETH,Yes,30,18
547,Tempow,Singapore,1.0,1000000,30000000,0.55,950000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.1666,Ethereum,"ETH, BTC, Fiat",Yes,64,62
548,Texochat,India,0.01,1000000,8000000,0.5,1000000000.0,No,No,Unavailable,1,Available,Unavailable,0.008,Ethereum,"ETH, BTC",Yes,58,15
549,Vernam,Bulgaria,0.085,40000000,500000000,0.5,500000000.0,Yes,Yes,Unavailable,1,Available,Available,0.051,Ethereum,"ETH, BTC, Fiat",Yes,31,20
550,Brewery Consortium,Portugal,0.05,2500000,25000000,0.625,500000000.0,Yes,Yes,Unavailable,2,Unavailable,Unavailable,0.05,Ethereum,ETH,Yes,76,85
551,BuyAnyLight (BAL),United Arab Emirates,0.3033,2000000,8000000,0.4,22000000.0,No,Yes,Unavailable,4,Unavailable,Unavailable,0.25,Ethereum,"BTC, ETH, EUR, USD",No,23,157
552,Cubomania,Ukraine,0.0347,8473515,8473515,0.51,510000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.0923577027,Ethereum,"ETH, BTC, LTC, BCH, DASH",Yes,140,20
553,FILLIT,Bulgaria,0.0928,1166725,294000000,0.68,204000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.04914852,Ethereum,ETH,Yes,60,33
554,Global REIT,United Arab Emirates,1.0,5000000,20000000,0.22,16650000.0,Yes,Yes,Unavailable,2,Available,Unavailable,1.0,Ethereum,"ETH,BTC, Fiat",Yes,29,30
555,Rego,Singapore,0.2864,2169335,8677340,0.72,39600000.0,No,Yes,Unavailable,6,Available,Unavailable,0.37308998526315795,Ethereum,ETH,Yes,44,33
556,pinmo,Canada,0.0896,2720955,5441910,0.35,95550000.0,No,Yes,Unavailable,2,Available,Available,0.09708066871,Ethereum,ETH,Yes,21,14
557,uKit,Russia,0.02,2500000,10000000,0.55,550000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.015,Ethereum,ETH,Yes,71,21
559,FTEC,UK,0.0154,961026,12733594,0.85,848640000.0,Yes,Yes,Unavailable,1,Available,Available,0.0177483213032581,Ethereum,ETH,Yes,28,28
561,Tresorio HUB,France,0.0158,813663,11733886,0.7,1400000000.0,Yes,Yes,Unavailable,41,Unavailable,Unavailable,0.00394761994,Ethereum,"ETH, BTC, BCC, DASH, DCR, DGB, ETC, GNT, KMD, LTC, NEO, NXT, OMG, RLC, SIA, XMR, XRP, ZEC",Yes,61,118
562,ELAD Network,UK,0.1196,55000,15000000,0.7,100000000.0,No,No,Unavailable,3,Available,Available,0.1130103225,Ethereum,"BTC, ETH, USDT, EUR",Yes,71,61
563,EZ365,Malta,0.1,1000000,3000000,0.15,30000000.0,No,Yes,Unavailable,69,Available,Available,0.08,Ethereum,"ETH, BTC",Yes,127,17
564,Jury.Online,Estonia,0.51,3000000,6000000,0.7,21000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.36,Ethereum,"ETH, BTC, LTC, ETC, BCH",Yes,77,21
565,MD Tokens,Hong Kong,0.3988,12427290,62136451,0.3,150000000.0,Yes,No,Unavailable,1,Unavailable,Unavailable,1.0,Ethereum,"USD, ETH",Yes,31,36
566,Patentico,Russia,0.012,8000000,45000000,0.51,45000000.0,Yes,No,Unavailable,1,Available,Available,0.05753874974999999,Ethereum,"ETH, BTC",Yes,31,91
567,Trustmarkethub Token,UK,0.00035,100000,215000,0.5,5000000000.0,No,No,Unavailable,1,Available,Available,0.00025,Ethereum,ETH,Yes,0,2
568,Ethereum Card,Canada,0.09,6000000,13000000,0.722,13000000.0,No,No,Unavailable,1,Available,Unavailable,0.15,Ethereum,ETH,Yes,46,11
569,Personal Wager,Caribbean Netherlands,0.1,2500000,25000000,0.2,200000000.0,No,No,Unavailable,3,Unavailable,Unavailable,0.05,Ethereum,"BTC, ETH, USD",No,304,30
570,Sensitrust,UK,0.0858,606207,13215323,0.65,130000000.0,No,Yes,Unavailable,57,Unavailable,Unavailable,0.05959119999999999,Ethereum,ETH,Yes,183,183
571,ISG,Netherlands,1.0,30000000,150000000,0.765,267750000.0,No,Yes,Unavailable,3,Unavailable,Unavailable,0.5,Ethereum,ETH,No,89,92
572,OLXA,Germany,0.012,1000000,3000000,0.58,1500000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.01,Ethereum,"ETH, BTC, XVG, LTC, DASH, DOGE",Yes,85,16
573,Laccoin,Canada,0.1,10000000,30000000,0.55,390000000.0,Yes,Yes,Unavailable,5,Available,Available,0.06,Ethereum,ETH,Yes,29,21
574,Mitewallet,Australia,0.152850281,5000000,15000000,0.5,200000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.10351696284,Ethereum,"ETH, BTC, USDT",Yes,27,5
575,Alttex,UK,0.64,290021,11600860,0.5,24999999.0,Yes,No,Unavailable,1,Available,Unavailable,0.5,Ethereum,"BTC, ETH",Yes,90,81
576,FamilyPoints,USA,0.1,3000000,25000000,0.65,250000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.1,Ethereum,"XEM, BTC, ETH, LTC, BCH, Fiat",Yes,27,6
577,GEMERA,British Virgin Islands,1.0,500000,30000000,0.3,30000000.0,Yes,Yes,Unavailable,2,Available,Available,1.0,Ethereum,"ETH, BTC, BCH, LTC",Yes,48,44
578,Kheper,Malta,0.0125,2000000,17000000,0.47,1500000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.01,Ethereum,"ETH, BTC, LTC, Fiat",Yes,60,29
579,aQuest,Slovenia,0.5742,1000000,39000000,0.3611,200000000.0,No,No,Unavailable,1,Available,Available,0.352088655,Ethereum,"ETH, BTC, ENK, Fiat",Yes,43,28
580,SETiToken,United Arab Emirates,0.85,6000000,12000000,0.2,120000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.3,Ethereum,ETH,Yes,10,16
582,Saifu,Czech Republic,0.94,10000000,49000000,0.65,200000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,1.242422949235,Ethereum,"BTC, ETH, LTC, DOGE, Fiat",Yes,105,27
583,XRT,India,0.0696,1136420,11364200,0.66,330000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.058004303,Ethereum,"ETH, BTC, LTC, DGB ,BNB, XMR, DASH",Yes,50,29
584,CRWD Network,Austria,1.1332,1159608,20872944,0.5,22500000.0,Yes,Yes,Available,11,Available,Unavailable,1.158601,Ethereum,"ETH, Fiat",Yes,40,60
585,GRAYLL,UK,0.01,1500000,35000000,0.4,5000000000.0,Yes,Yes,Unavailable,7,Available,Available,0.006999999999999999,Stellar,"XLM, BTC, LTC, ETH, Fiat",No,377,91
586,Gric,Nigeria,0.04,1000000,25000000,0.7,7000000000.0,No,No,Unavailable,1,Unavailable,Available,0.004,Ethereum,"ETH, BTC, LTC, XRP",Yes,120,29
588,Kikicoin,Nigeria,0.01,500000,1500000,0.6,3300000000.0,Yes,Yes,Unavailable,1,Available,Available,0.0025,Apollo Blockchain,"APL, BTC, ETH, NGN, USD, EUR, GBP",Yes,396,60
589,PARQ,Netherlands,0.08,15000000,19500000,0.3,250000000.0,No,Yes,Unavailable,13,Unavailable,Unavailable,0.07,Ethereum,"ETH, BTC, Fiat",Yes,303,92
590,PopChest,USA,0.0025,1131714,20000000,0.5,800000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.005,Ethereum,"ETH, BTC, Fiat",Yes,18,21
591,Aurum,Russia,0.0402,266736,10002620,0.8,300000000.0,No,No,Unavailable,2,Available,Available,0.055039398200000006,Ethereum,ETH,Yes,56,61
592,DICE Money,UK,0.9162,919314,9193140,0.55,55000000.0,No,Yes,Unavailable,1,Available,Available,0.389771515,Ethereum,"ETH, BTC, DICE",Yes,72,21
593,Elysian,Belize,0.12,3000000,7000000,0.23,230000000.0,Yes,Yes,Unavailable,6,Available,Available,0.06,Ethereum,Ethereum,Yes,20,13
594,FLOGmall,Russia,0.23,8000000,24000000,0.738,184500000.0,No,Yes,Unavailable,1,Available,Unavailable,0.270948323666667,Ethereum,"ETH, BTC, KICK",Yes,85,28
595,Mandala,Cayman Islands,0.07,3000000,18000000,0.65,400000000.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,0.07,Ethereum,"ETH, BTC, LTC",Yes,42,40
596,Oryx Token,Turkey,0.055,500000,2200000,0.4,40000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.022000000000000002,Ethereum,"ETH, BTC, Fiat",No,36,12
597,RAWG,Cayman Islands,0.03,66666667,333333333,0.385,333333333.0,Yes,Yes,Unavailable,2,Available,Available,0.03,Ethereum,"BTC, ETH",Yes,14,105
598,CoinCasso,Estonia,5.76,5000000,100000000,0.8,80000000.0,No,Yes,Unavailable,1,Available,Available,1.0,Ethereum,"BTC, LTC, BCH, BNB",Yes,436,34
599,TripEcoSys,UK,0.015,10000000,50000000,0.4,4000000000.0,No,No,Unavailable,1,Available,Unavailable,0.012,Ethereum,"ETH, BTC, LTC, XMR, BCH, DOGE, XRP, QTUM, XVG, NEO",Yes,60,113
600,Gift Token,USA,0.0097,6399988,26127734,0.8,40000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.0333356995,Ethereum,"ETH, BTC, LTC",No,31,131
601,JACS,UK,0.079271637,4500000,45000000,0.5,268435456.0,No,No,Unavailable,1,Unavailable,Available,0.02759164128,Ethereum,ETH,Yes,28,199
602,Lendingblock,UK,0.02,5000000,10000000,0.1,100000000.0,Yes,Yes,Unavailable,2,Unavailable,Unavailable,0.016666999999999998,Ethereum,ETH,Yes,7,7
603,Multiven,Netherlands,1.1184,10945470,54727350,0.4,700000000.0,Yes,Yes,Unavailable,1,Available,Available,0.5781485,Ethereum,"ETH, BTC, LTC, EUR, USD",Yes,352,100
604,Sandblock,France,0.145,2000000,8000000,0.5,8000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.22805306,Ethereum,"ETH, BTC, Fiat",Yes,66,11
605,Stips,UK,0.1,4400000,11400000,0.6,146251260.0,Yes,Yes,Unavailable,3,Available,Available,0.07,EOS,"BTC, ETH, LTC, BCH, EOS, USD",Yes,30,30
606,Tombola,Hong Kong,0.0451,25000000,250000000,0.5,250000000.0,No,No,Unavailable,2,Available,Available,0.04508,Ethereum,ETH,Yes,30,31
607,AssetStream,Estonia,0.01,144000000,2100000000,0.64,2100000000.0,No,Yes,Unavailable,4,Available,Available,0.01,Stellar,"BTC, ETH, BCH, Fiat",Yes,91,4
608,Empleos.io,Georgia,0.5,7000000,21000000,0.5,70000000.0,Yes,Yes,Unavailable,1,Available,Available,0.375,NEM,"BTC, ETH, XEM",Yes,20,20
609,Terawatt,Netherlands,0.4,2000000,11460000,0.65,65000000.0,No,Yes,Unavailable,8,Available,Available,0.3,Ethereum,"BTC, ETH",Yes,91,116
610,AhrvoDEEX,British Virgin Islands,0.25,10000000,50000000,0.4,200000000.0,Yes,Yes,Unavailable,25,Unavailable,Available,0.2,Ethereum,"ETH, LTC, BTC",No,121,47
611,Coinolix,Estonia,0.25,1298089,24038631,0.5,500000000.0,Yes,Yes,Unavailable,3,Available,Unavailable,0.2,Ethereum,"BTC, ETH, Fiat",Yes,35,30
612,Depository Network,Estonia,0.02,2600000,15000000,0.7,2300000000.0,Yes,Yes,Unavailable,3,Available,Available,0.005,Ethereum,"BTC, ETH, LTC, BCN, BTG",Yes,30,45
613,EXTRADECOIN,Singapore,0.0426,5000000,10000000,0.5,125000000.0,Yes,Yes,Unavailable,2,Available,Available,0.0756529998333333,Ethereum,ETH,Yes,30,62
614,Gingr,Switzerland,0.1339,1101176,22519049,0.5,500000000.0,Yes,Yes,Unavailable,30,Available,Available,0.06539796,Ethereum,"ETH, BTC, LTC, BCH",No,29,30
615,Kakushin,Australia,0.06,4000000,30000000,0.5,1200000000.0,Yes,No,Unavailable,2,Available,Unavailable,0.03,Ethereum,"ETH, BTC, BCH, LTC, DASH, EOS",Yes,121,30
616,LAPO Blockchain,Switzerland,0.0349,509673,50967360,0.3,3000000000.0,Yes,Yes,Unavailable,1,Available,Available,0.01,Separate blockchain,"ETH, BTC, BCH, Fiat",Yes,183,120
617,Lucre,Saint Kitts and Nevis,1.0,1600000,7000000,0.8,10000000.0,Yes,Yes,Unavailable,3,Available,Available,0.769,Ethereum,"ETH, Fiat",Yes,58,77
618,Market Maker Technology,UK,0.9571,162,5354804,0.102,31250000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,2.65391266,EThereum,ETH,Yes,45,44
620,Zetanet: Blockchain 5.0 Project,Singapore,0.436716049165825,10000000,1000000000,0.42,2100000000.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,0.5,Ethereum,ETH,No,366,130
621,Bitmillex,UK,0.5,1500000,10000000,0.67,50000000.0,Yes,Yes,Unavailable,2,Unavailable,Unavailable,0.25,Ethereum,"ETH, BTC",Yes,99,20
622,Kingcuan,Indonesia,0.00021,500000,1267000,0.4,4800000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.00014,Ethereum,ETH,Yes,21,8
623,PADOSCOIN,Indonesia,0.045,1500000,7020000,0.6,156000000.0,No,Yes,Unavailable,4,Unavailable,Unavailable,0.045,Ethererum,"Kickcoin, ETH",Yes,95,92
624,UCBI Banking,Morocco,1.294091034,3341874,12000000,0.25,3000000.0,Yes,Yes,Unavailable,8,Unavailable,Unavailable,1.121227,Ethereum,"ETH, XRP, BTC, LTC, MAD, EUR, USD",Yes,92,92
625,EtherInc,Australia,0.1,1000000,22000000,0.4511,450000000.0,Yes,Yes,Unavailable,1,Available,Available,0.1,Ethereum,"ETH, BTC, LTC",Yes,10,8
626,Exolover,Australia,0.085,500000,25000000,0.6,60000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.05,Ethereum,ETH,Yes,30,29
627,Peculium,France,0.01,8223971,23497060,0.25,5000000000.0,No,Yes,Unavailable,1,Available,Available,0.00588748,Ethereum,ETH,Yes,31,3
628,Stacktical,France,0.0004,1123002,3369006,0.5,5000000000.0,No,Yes,Unavailable,30,Available,Available,0.000596615982,Ethereum,ETH,Yes,75,60
629,Knowchain,Singapore,0.0048,7580774,37904260,0.5,3897741154.0,Yes,Yes,Unavailable,1,Available,Unavailable,0.00710557563939098,Ethereum,ETH,Yes,236,396
630,LendsBay,Russia,0.204,250000,1500000,0.75,75000000.0,Yes,Yes,Unavailable,2,Available,Available,0.36322369369999996,Ethereum,"ETH, BTC",Yes,41,41
631,Mira,Singapore,1.0,5000000,20000000,0.78,24000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.6,Ethereum,"BTC, ETH, LTC, DASH",Yes,121,2
632,Obizcoin,India,0.039,1500000,15000000,0.9,27000000.0,Not Specified,Not Specified,Unavailable,1,Available,Unavailable,0.0632559980909091,Ethereum,"BTC, ETH",Yes,61,41
633,Sansox,Finland,0.15,500000,10000000,1.0,200000000.0,No,Yes,Unavailable,2,Unavailable,Available,0.1,Waves,"BTC, ETH, Fiat",Yes,29,14
634,Taklimakan Network,Singapore,0.05,5000000,27500000,0.55,550000000.0,No,Yes,Unavailable,2,Available,Unavailable,0.025,Ethereum,"BTC, ETH, XRP, LTC",Yes,144,31
635,Batmine,Czech Republic,0.1244,1113115,21149185,0.4,245000000.0,Yes,Yes,Unavailable,7,Available,Unavailable,0.3212989793,Ethereum,ETH,Yes,10,5
636,Encrybit,Hong Kong,0.2,5400000,32400000,0.6,162000000.0,No,No,Unavailable,5,Available,Available,0.2,Ethereum,"ETH, BTC",Yes,58,47
637,FoodNation,Estonia,0.5,1200000,12000000,0.35,350000000.0,No,No,Unavailable,1,Unavailable,Available,0.3,Ethereum,ETH,Yes,90,81
638,Acomobase,Cyprus,4.0,1740129,50753765,0.4,140000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,4.7020401,Ethereum,ETH,Yes,120,58
639,Universe Coin IEO,Portugal,0.05,2000000,50000000,0.1,1000000000.0,No,Yes,Unavailable,39,Unavailable,Unavailable,0.02,Ethererum,"BTC, ETH, USD, EUR, UNIS",No,55,94
640,AvailCom,Singapore,0.03,3000000,25000000,0.53,1166000000.0,Yes,Yes,Available,1,Available,Available,0.0195,Ethereum,"BTC, ETH, BCH, LTC, DASH",Yes,31,31
641,Aceso,Lithuania,0.021,172934,2766956,0.6,381952000.0,Yes,Yes,Unavailable,1,Unavailable,Available,0.0163210002142857,Ethereum,"ETH, BTC",Yes,61,13
642,InsCoin for Knox Project,Estonia,0.0564,1136420,11206238,0.54,270000000.0,No,Yes,Unavailable,2,Unavailable,Unavailable,0.09490399779999999,Ethereum,ETH,Yes,38,15
643,Loandex,India,0.0059,2000000,12000000,0.8,800000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.01,Ethereum,ETH,Yes,30,21
644,Satoshi Brewery,Russia,1.2,5250000,7200000,0.75,10000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.67,Ethereum,ETH,Yes,30,31
645,CryptoGlobal Markets,UK,0.114,600000,8000000,0.75,15750000.0,No,No,Unavailable,11,Unavailable,Unavailable,0.17411718375,Ethereum,ETH,Yes,32,10
646,DiscoveryIoT,Malta,0.05,5000000,19600000,0.51,396000000.0,Yes,Yes,Available,1,Unavailable,Unavailable,0.05,Ethereum,"ETH, BTC, Fiat",Yes,45,46
647,Leonardian,Bulgaria,0.37,3000000,20000000,0.5,131500000.0,No,Yes,Unavailable,1,Available,Unavailable,0.2044588012,Ethereum,"ETH, BTC",Yes,56,26
648,MapCoin,UK,0.1,1000000,25800000,0.38,380000000.0,Yes,Yes,Unavailable,1,Available,Unavailable,0.06,Ethereum,ETH,Yes,20,21
649,BCNEX,Belize,0.15,2000000,30000000,0.5,100000000.0,No,Yes,Unavailable,2,Available,Available,0.1,Ethereum,"ETH, BTC, USDT, BCN",Yes,55,58
650,DigiDex,Canada,0.043,364143,933118,0.61,23000000.0,No,No,Unavailable,1,Available,Unavailable,0.0432101534615385,Ethereum,ETH,Yes,61,40
651,NAGA,USA,1.0,1000000,400000000,0.55,220000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,1.0,Ethereum,"BTC, ETH, LTC, DSH",Yes,14,7
652,Pieta,Saudi Arabia,0.25,6000000,25000000,0.6,9900000.0,Yes,Yes,Unavailable,3,Available,Unavailable,0.75,Ethereum,"ETH, BTC, LTC",Yes,102,19
653,Ternio,USA,0.1,3000000,40000000,0.49,1000000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.08,Stellar,"BTC, ETH, XLM, Fiat",Yes,14,150
655,Sentigraph.io,Cayman Islands,0.01,200000,5000000,0.5,500000000.0,No,Yes,Available,2,Unavailable,Unavailable,0.0145571127380952,Ethereum,"ETH, BTC, LTC",Yes,31,31
656,Solarex,UK,0.05,5000000,30000000,0.56,1344000000.0,No,Yes,Unavailable,1,Available,Available,0.05,Ethereum,"BTC, ETH, LTC, BTC, DOGE, XRP",Yes,112,45
657,Take Profit,Hong Kong,0.099,792914,3964570,0.6,60000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.059112751,Ethereum,ETH,Yes,17,30
658,Tap4.Menu,Poland,1.0,1000000,6000000,0.6,6000000.0,Yes,Yes,Unavailable,13,Unavailable,Available,0.7,Ethereum,"BTC, ETH",Yes,91,29
659,DirectHome,Singapore,1.0,3000000,30000000,0.5,50000000.0,Yes,Yes,Unavailable,17,Available,Unavailable,0.77,Ethereum,ETH,Yes,123,30
660,Erecoin,Germany,0.0479,2237036,13422216,0.6,216000000.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,0.041522445649999996,Ethereum,ETH,Yes,71,79
661,UnitedFans,Liechtenstein,0.0239,300000,6000000,0.65,84500000.0,No,Yes,Unavailable,1,Available,Unavailable,0.0758633321666667,Ethereum,"ETH, BTC, FIAT",Yes,31,14
662,Atlas Tokens,Singapore,0.05,16000000,21000000,0.1,420000000.0,No,No,Unavailable,2,Unavailable,Unavailable,0.375,Ethereum,ETH,No,6,38
663,Mirrows Project,Russia,0.0048,381349,1525396,0.77,1400000000.0,No,No,Unavailable,1,Available,Unavailable,0.008993610400000001,Ethereum,ETH,Yes,60,15
664,Capverto,Denmark,2.66,6200000,20000000,0.69,171375000.0,Yes,Yes,Unavailable,1,Available,Available,1.66,Ethereum,"ETH, BTC, LTC, FIAT, BCH",Yes,168,153
665,Faxport,Hong Kong,0.193,2700000,13500000,0.45,90000000.0,Yes,No,Unavailable,2,Unavailable,Unavailable,0.10484723405951099,Ethereum,"ETH, BTC",Yes,46,19
666,Notarised,Macedonia,0.2,1000000,7000000,0.5,50000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.1,Ethereum,ETH,Yes,136,61
667,Acorn Collective,Gibraltar,1.4,7000000,25000000,0.6,39000000.0,Yes,Yes,Unavailable,2,Unavailable,Unavailable,0.7,Ethereum,ETH,Yes,29,25
668,Blockscart,UK,1.0,100000,2000000,0.343,21000000.0,No,Yes,Unavailable,3,Unavailable,Unavailable,0.02,Waves,"ETH, BTC, WAVES, XRP, LTC, BCH, DOGE",Yes,82,26
669,Bytus,USA,0.59,8000000,21000000,0.758,50000000.0,No,Yes,Unavailable,2,Unavailable,Unavailable,0.53,Ethereum,"BTC, ETH, USDT",Yes,30,31
671,Hero,Estonia,0.0043,1349550,26541150,0.69,10000000000.0,No,No,Unavailable,2,Unavailable,Unavailable,0.009852999875,Ethereum,ETH,Yes,44,92
672,Namek,France,0.1134,452540,2262700,0.4,160000000.0,Yes,Yes,Unavailable,1,Available,Available,0.06835662,Ethereum,"BTC, ETH, LTC, Fiat",Yes,55,27
673,Trade Nexi,Singapore,0.025,3000000,13900000,0.608,608000000.0,No,No,Unavailable,1,Available,Unavailable,0.002,Ethereum,"ETH, BTC, BAT, OMG, TUSD, BNB",Yes,72,40
674,UnfoldU,India,42.61814944,21227267,87918906,0.39,200000000.0,No,Yes,Unavailable,1,Unavailable,Available,21.61922064,Ethereum,ETH,Yes,53,53
675,Eternal Trusts,Singapore,0.021,7000000,27000000,0.65,1950000000.0,Yes,Yes,Unavailable,1,Available,Available,0.01,EOS,"ETH, BTC, LTC, BTH, EOS, MONERO",Yes,122,69
676,Alehub,Hong Kong,0.2027,1488700,6550079,0.77,110000000.0,Yes,Yes,Unavailable,2,Available,Available,0.15788632931399998,Ethereum,"ETH, BTC, LTC, BCH",Yes,122,31
677,Canlead,UK,0.0333,7000000,20000000,0.6,600000000.0,Yes,Yes,Unavailable,2,Available,Available,0.026666000000000002,Ethereum,"ETH, BTC, USDT, USD",Yes,60,38
678,Hazeian,UK,0.3,1500000,39000000,0.65,130000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.24,Ethereum,ETH,Yes,28,6
679,Bountie,Singapore,0.0314,434365,4343659,0.65,200000000.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,0.0294,Ethereum,ETH,Yes,11,34
680,Monster Byte,Canada,0.075,2250000,15000000,0.8,200000000.0,No,No,Unavailable,2,Unavailable,Unavailable,0.075,Waves,"BTC, EOS, TRX, LTC, ETH",Yes,20,12
681,PGF500,Switzerland,0.1137,6711108,24607396,0.8,227200000.0,No,Yes,Unavailable,2,Unavailable,Available,0.11368419999999999,Ethereum,ETH,Yes,172,6
682,Yamzu,Sweden,0.1158,3417831,14810601,0.72,198996000.0,No,No,Unavailable,7,Unavailable,Available,0.1163738,Ethereum,ETH,Yes,60,67
